index,security_1,security_2,security_3,security_4,security_5,security_6,security_7,security_8,security_9,security_10,security_11,security_12,security_13,security_14,security_15,security_16,security_17,security_18,security_19,security_20,security_21,security_22,security_23,security_24,security_25,security_26,security_27,security_28,security_29,security_30,security_31,security_32,security_33,security_34,security_35,security_36,security_37,security_38,security_39,security_40,security_41,security_42,security_43,security_44,security_45,security_46,security_47,security_48,security_49,security_50,security_51,security_52,security_53,security_54,security_55,security_56,security_57,security_58,security_59,security_60,security_61,security_62,security_63,security_64,security_65,security_66,security_67,security_68,security_69,security_70,security_71,security_72,security_73,security_74,security_75,security_76,security_77,security_78,security_79,security_80,security_81,security_82,security_83,security_84,security_85
1504.15301616,166.10970438,177.98507519,47.93794403,118.02627342,1870.25269417,128.71956291,73.94373309,517.00599802,612.57272635,189.00571028,142.94091049,420.4572329,40.7363409,1469.96358718,125.35517761,595.58712706,69.61549687,135.28466071,50.86586853,112.20679615,72.25244751,1142.07241464,715.79570446,682.87928614,1118.43078822,1246.64114687,1029.15636969,496.58326997,72.81620937,842.29659166,1108.42856166,80.74524715,1016.58993596,687.48031036,859.71865174,884.05134109,77.34449012,30.73411434,45.19187819,2212.52888709,26.73322372,663.29310795,614.95507486,36.55359161,1178.44414759,75.52590347,62.95946974,777.44579181,91.91136917,44.95546193,43.46422088,310.97831672,64.05062173,658.3283664,135.37559004,69.90647073,46.19210085,22.33224403,142.21347584,213.68393108,638.32391328,403.18065975,116.40773131,56.32162847,48.70175042,52.24799438,1875.98124211,356.46116878,62.94128387,39.73611825,113.78896653,178.58520879,49.28369815,93.07526462,749.25769877,680.2423355,117.04423663,571.03620732,47.44692563,72.56160724,75.05307094,419.18422225,135.12098791,943.446381,1569.78580826
1484.3849793,166.18244785,180.67658343,47.82882883,115.11653479,1821.25996988,127.64659679,71.36134005,541.46598843,596.82376598,182.76795807,140.75860652,435.55150208,40.00890625,1421.42550956,122.93645737,587.40348715,69.61549687,133.84797726,48.15617443,110.02449217,72.34337684,1118.43078822,693.79080603,670.6947556,1102.06350839,1269.37347996,985.25568802,494.45552359,72.01603124,827.51148222,1082.05905527,80.58157435,991.12972289,691.04474019,844.51526737,884.86970508,76.99895866,29.27924502,44.66448806,2186.88681536,24.20538828,682.33371015,600.75191314,35.0987223,1212.10618643,75.34404481,60.66805056,756.53204536,91.25667797,42.57311342,42.93683075,303.70397013,63.50504573,654.6911931,135.44833351,69.72461207,45.79201178,22.4595451,137.53970815,211.13790978,623.7752201,406.29044292,116.98967903,59.32229644,48.97453842,51.59330319,1884.54678522,358.29794129,64.01424999,39.39058679,112.78874388,172.76573151,47.7378995,92.69336142,730.16253898,664.92983593,118.26268969,560.12468743,46.59218991,71.32496832,78.29015518,418.82050492,132.08394821,919.87749804,1599.02868156
1539.10625152,173.42042271,177.09396773,49.10183948,108.56962286,1875.14469225,129.01053677,72.65253657,550.19520434,599.46071662,189.46035694,144.39577981,448.28160861,40.00890625,1495.96937624,127.01009146,613.77299353,71.47045525,136.73953003,51.53874559,113.4798068,72.4161203,1180.26273423,734.70900559,705.61161923,1154.80252117,1247.55044019,1079.2220601,542.30253829,73.87098962,790.57598741,1194.81142741,80.99984928,1012.95276266,748.03924572,827.62059742,890.58006715,78.59931491,30.91597301,45.02820539,2284.6722194,23.84167095,684.06136746,619.41061214,35.40788203,1228.94629879,79.10851917,66.30566917,767.44356525,92.51150276,46.21028671,45.39192272,306.43185011,60.19521803,653.78189978,131.61111568,71.05218032,48.53807762,22.00489843,145.88702086,227.32333094,618.31946015,418.80231906,118.79007982,59.90424417,51.93883465,54.10295276,1935.94004387,379.7754496,62.17747748,39.53607372,113.62529374,178.03963279,49.59285788,95.203011,761.07851198,686.6983181,118.69915048,536.48306102,47.61059843,72.7434659,79.98144076,442.82584867,143.41374302,939.08177304,1630.94487722
1536.81483235,172.85666085,177.09396773,50.2293632,109.11519885,1927.42905836,128.48314665,72.01603124,555.43273388,572.32740384,192.71562704,145.1595862,441.55283802,40.00890625,1515.9010859,127.10102079,612.86370021,69.4881958,138.17621348,50.35666427,113.29794814,73.1253691,1147.52817458,745.62052548,726.52536568,1138.43524134,1236.63892031,1073.23891003,535.21005036,74.59842428,802.39680061,1179.35344091,80.18148529,1018.40852261,748.03924572,827.62059742,882.41461311,77.61727812,30.37039701,46.06479978,2228.56882133,23.67799815,692.73602577,604.2981571,35.13509403,1228.94629879,78.7629877,65.28726065,772.89932519,95.1484534,46.62856164,45.30099339,292.79245025,60.46800603,647.41684651,134.68452711,72.8525811,47.95612989,21.82303977,145.50511767,221.867571,632.86815333,396.92472169,118.13538862,61.10451136,53.33914637,53.79379303,1880.25492073,380.88478745,61.52278629,39.68156065,111.42480389,180.0400781,49.46555681,99.00385709,760.16921866,688.38960368,119.66300141,500.11132807,45.88294112,73.10718323,83.38219779,438.27938205,143.28644196,940.82761622,1707.16184362
1518.37436374,172.12922619,169.00125715,51.13865653,107.47847087,1878.41814821,125.84619601,73.28904189,515.26015484,574.07324702,189.00571028,135.63019217,441.91655535,41.13642997,1490.76821843,124.17309629,600.13359368,69.25177954,140.32214572,49.17458295,112.20679615,72.4706779,1151.16534787,742.16521085,737.43688557,1127.52372146,1200.26718736,1073.07523723,540.53850924,71.59775631,839.33229543,1202.085774,74.07103415,994.76689619,753.38589046,928.62489982,893.85352312,75.76231974,30.37039701,45.28280752,2180.4672045,24.11445895,685.80721064,613.19104581,34.64407564,883.83311069,74.67116775,64.37796732,771.44445587,96.60332272,43.42784914,44.46444353,282.79022369,63.65053266,651.05401981,129.73797143,72.61616484,47.37418217,21.95034084,144.81405474,230.05121091,639.2332066,402.70782722,116.00764224,59.84968657,52.90268558,52.55715411,1918.80895765,381.04846025,61.34092762,42.62767102,106.55099168,175.49361148,49.46555681,100.71332854,782.90155175,698.42820198,120.535923,473.74182168,44.91909019,72.28881924,81.18170794,450.10019526,142.15891824,920.75041963,1604.35714043
1512.6458158,172.18378379,161.79965403,51.28414346,107.2966122,1821.25996988,126.31902854,72.65253657,544.95767479,567.94461002,186.04141404,133.39333059,441.00726202,41.0091289,1485.56706062,123.26380297,599.22430035,68.57890248,138.17621348,48.99272428,111.47936149,71.45226938,1129.3423081,737.61874423,715.6138458,1091.15198851,1172.98838764,1079.2220601,545.84878225,70.56116192,820.12802043,1198.44860071,74.96214161,1007.49700272,739.12817115,1028.62897956,890.58006715,75.43497414,29.09738636,44.84634673,2140.38555479,22.25950057,656.36429282,622.9568561,34.64407564,794.90422363,75.18037201,62.57756654,763.80639195,94.85747953,44.86453259,44.97364779,293.70174357,63.83239133,647.41684651,131.10191142,72.48886377,48.10161683,21.64118111,144.72312541,225.14102696,651.05401981,395.36073717,116.49866064,59.01313671,53.15728771,52.88449971,1918.80895765,377.33854349,61.06813962,42.06390916,105.75081355,180.0400781,49.46555681,104.73240503,767.44356525,698.93740624,123.15468777,419.18422225,45.55559552,73.28904189,82.80025006,448.09974995,137.35784949,902.41906623,1551.16348099
1502.27987191,168.47386703,159.10814579,50.92042613,101.84085226,1911.0799644,126.2280992,72.65253657,536.21027302,558.32428665,183.05893194,129.33788237,429.18644881,41.10005823,1486.42179634,122.49999658,585.5849005,68.54253074,133.99346419,48.35621896,111.29750283,71.10673792,1145.70958793,731.25369096,703.79303259,1099.33562842,1182.08132088,1077.98542118,545.84878225,70.50660432,845.24270203,1166.62333438,76.1078512,1011.13417602,699.0647073,976.27186998,875.06752305,75.6713904,28.18809304,44.1552838,2164.42727027,23.31428082,626.921375,628.28531498,34.18942897,803.63343953,70.90669339,62.77761107,754.71345872,95.29394033,44.60993046,44.55537286,297.33891687,62.01380468,645.59825987,129.57429864,72.27063337,46.55581818,21.6957387,144.14117768,216.41181105,653.78189978,393.79675265,118.62640702,60.81353749,54.55759943,52.12069332,1884.54678522,379.53903334,61.06813962,41.4455897,103.78673997,185.49583805,48.19254616,103.13204878,757.07762136,691.28115645,122.20902271,423.73068887,45.50103792,70.92487925,87.12848628,426.45856884,133.065985,872.73973214,1560.03818383
1483.45750011,166.40067825,151.01543521,51.79334772,104.2050149,1884.94687428,125.17331895,65.57823451,520.49768438,542.57532628,182.02233755,130.44722023,414.63775563,41.46377556,1442.23014081,120.75415339,569.21762067,68.54253074,140.46763265,46.62856164,112.20679615,70.83394992,1120.24937487,701.97444594,711.06737918,1042.05014902,1163.89545441,1044.95988766,529.00866989,70.59753366,842.29659166,1182.08132088,77.89006611,900.20039052,691.04474019,979.63625528,854.62660913,75.81687733,29.00645703,43.79156647,2116.34383931,22.44135923,626.921375,598.07859077,35.00779296,794.72236496,72.21607577,62.74123934,705.61161923,94.40283287,44.1007262,44.19165553,295.52033022,60.55893536,632.86815333,129.9198301,72.94351043,46.17391498,21.82303977,137.35784949,215.68437639,635.5960333,391.14161615,115.18927825,63.97787826,53.8665365,51.52055972,1824.58798345,381.04846025,61.12269722,41.15461583,104.98700716,188.22371802,47.37418217,99.89496455,749.25769877,675.47763848,112.57051348,432.82362211,44.55537286,70.05195766,85.09166924,433.9147741,129.39243997,874.48557532,1524.57574421
1494.86003839,167.25541397,159.99925325,52.33892372,102.38642825,1862.08724012,129.19239544,65.83283664,541.46598843,500.56597473,180.98574316,130.75637996,402.45322509,39.82704758,1435.28313981,122.91827151,559.21539411,71.16129552,129.5379269,44.60993046,115.66211078,73.21629843,1143.89100128,703.42931526,710.15808585,1091.15198851,1160.25828111,1041.45001543,541.41143083,73.65275922,784.6655808,1220.27164048,77.28993252,840.18703115,676.78702087,979.63625528,865.24715515,76.63524133,30.18853835,44.84634673,2156.42548902,20.11356832,625.19371768,595.40526839,34.5531463,794.72236496,70.74302059,59.74057137,707.43020588,95.1484534,41.20917343,43.90068167,296.42962354,56.7399034,618.31946015,119.33565581,73.14355496,45.73745418,21.82303977,138.33988628,213.13835509,621.95663345,402.39866749,116.66233344,62.61393827,55.86698181,51.13865653,1790.32581101,391.15980201,62.59575241,38.06301853,106.22364608,185.49583805,48.55626349,101.02248827,750.53070943,676.84157847,104.62328983,438.27938205,46.15572911,70.28837393,84.14600418,424.63998219,131.28377008,921.62334123,1595.48243759
1477.7653239,169.85599288,167.20085637,51.46600212,100.11319495,1837.59087798,128.21035865,69.4336382,518.7518412,513.69617032,181.73136369,131.48381462,413.72846231,40.19076491,1417.95200906,120.29950673,546.48528758,70.32474566,133.84797726,45.44648032,115.66211078,73.30722776,1163.34987841,694.51824068,694.70009935,1056.5988422,1209.36012059,1019.49967459,520.15215292,72.65253657,784.6655808,1182.08132088,78.8721029,848.37067106,667.89413216,955.15807901,888.94333917,75.21674374,30.00667968,44.66448806,2166.04581238,20.42272805,623.4478745,588.2945946,34.5531463,783.81084508,66.46934197,59.04950844,687.42575276,94.11185901,38.15394786,43.68245127,282.79022369,55.28503408,614.68228686,130.59270716,71.65231391,45.28280752,21.82303977,136.1030247,208.22817114,618.31946015,398.4887062,114.37091426,61.55915802,54.12113863,50.70219573,1747.47990959,382.06686878,62.35933614,38.135762,104.29594423,185.49583805,49.19276882,100.54965574,735.61829892,658.12832187,105.47802556,400.08906245,45.99205632,69.72461207,82.52746206,417.9112116,127.42836639,907.65659577,1568.89470081
1435.44681261,166.90988251,166.83713904,51.06591306,100.02226561,1829.42542393,124.20946802,73.94373309,497.80172302,502.31181791,174.60250403,127.93757065,414.63775563,39.82704758,1407.54969344,118.04445929,525.57154113,68.01514062,130.97461035,44.44625767,110.57006817,71.45226938,1114.79361492,674.69564623,671.05847293,1043.86873567,1127.52372146,997.54933376,500.29318673,70.74302059,778.7551742,1182.08132088,77.32630425,830.18480459,650.07198302,905.32880486,888.12497518,75.48953174,29.55203302,44.3189566,2116.34383931,19.64073579,581.8931696,588.2945946,33.37106498,770.17144522,67.99695475,56.43074367,599.22430035,89.36534786,38.0812044,42.10028089,260.05789059,54.01202343,608.31723359,129.57429864,70.43386086,44.55537286,21.84122564,132.41129381,200.04453123,605.58935362,399.27069846,110.6064399,62.90491214,53.7028637,49.77471654,1721.78328026,362.17153085,59.8315007,37.29921214,104.0413421,183.6772514,46.10117151,99.09478642,709.24879253,648.7807865,103.65943891,309.15973008,44.46444353,69.19722194,82.20011647,414.2740383,122.31813791,864.01051623,1418.20661119
1357.57493237,156.90765595,144.17754941,48.88360909,98.20367897,1666.07997125,116.8441921,72.27063337,489.92724284,442.8076628,150.96087761,126.391772,336.43852979,39.13598465,1305.29056625,113.02516014,511.02284795,65.01447265,120.46317953,40.9000137,107.2966122,68.63346008,1063.50947146,634.32302265,616.13715618,1002.04124278,1063.87318879,923.78745934,480.27054774,67.77872435,738.85538315,1165.71404105,74.07103415,812.90823144,651.85419793,851.2804097,866.06551914,71.14310965,27.91530504,42.57311342,2004.10067142,19.54980646,555.92375228,566.98075909,30.91597301,771.08073854,61.99561881,53.79379303,583.76631385,84.61883671,34.42584524,38.75408146,256.4207173,50.01113281,574.67338061,121.04512726,66.74212996,41.0091289,21.9139691,125.40973521,184.58654472,596.49642038,376.61110883,104.0413421,60.2134039,52.37529545,47.17413764,1696.08665093,339.94840202,57.77649779,36.09894495,98.36735176,163.67279828,44.00979687,98.2946083,662.32925702,630.92226562,102.75014558,313.7061967,42.17302436,68.19699928,80.83617648,375.53814271,116.60777584,837.84105437,1365.03113762
1359.33896141,161.2177063,133.93890659,50.19299147,96.38509232,1638.31015314,115.84396945,70.0883294,469.85004625,437.55194739,155.58008769,130.11987463,345.53146303,39.09961292,1313.94703869,113.7525948,523.75295448,66.68757236,118.17176036,39.88160518,108.56962286,69.06992087,1094.7891618,648.32613984,601.95218033,945.66505671,1072.96612203,971.19801324,501.54801152,68.54253074,746.23884494,1162.98616108,75.21674374,785.62943172,660.14695305,878.30460728,846.46115508,71.48864111,28.55181037,41.70019183,1843.77407258,19.204275,576.34648033,559.8700853,30.18853835,758.35063201,62.08654815,56.26707087,527.39012778,87.25578735,31.37061967,40.91819957,267.33223718,52.55715411,578.31055391,121.04512726,68.05151235,43.55515021,21.9139691,123.0819443,182.22238208,617.95574282,354.73351146,100.27686774,59.30411058,53.46644744,48.79267975,1670.3900216,309.45070394,58.30388792,36.55359161,100.40416881,157.30774501,47.55604083,98.2946083,687.42575276,632.6135512,103.56850958,344.6221697,42.08209502,69.56093927,79.98144076,379.720892,119.11742541,864.01051623,1249.80548764
1353.46492654,155.54371596,130.70182236,50.19299147,93.47535368,1577.87851885,114.20724146,71.61594218,471.59588943,404.30818347,151.5610112,130.39266263,345.53146303,35.46243963,1324.34935432,113.77078067,518.29719454,67.05128969,125.93712534,40.04527798,109.11519885,70.74302059,1100.24492174,644.87082521,591.94995376,927.47919023,1082.05905527,979.10886515,505.43978694,68.16062755,721.12416334,1163.89545441,75.7805056,663.78412634,663.78412634,844.51526737,854.62660913,70.43386086,27.82437571,41.53651903,1803.69242287,18.14949474,583.62082692,563.41632927,30.00667968,754.71345872,62.08654815,58.99495085,545.57599425,88.83795773,32.22535539,40.91819957,264.60435721,52.01157812,587.40348715,112.51595588,67.97876888,44.19165553,22.4595451,118.97193848,181.85866475,625.59380674,346.13159662,95.85770219,60.66805056,49.10183948,49.15639708,1636.12784917,304.06768746,60.23158977,38.82682492,99.04022882,152.76127839,46.91953551,99.09478642,677.4235262,628.86726271,103.65943891,341.89428973,42.57311342,63.65053266,79.4722365,378.26602268,119.75393074,847.44319187,1294.12444423
1303.417422,143.12276916,130.33810503,48.73812215,87.11030042,1437.39270033,112.93423081,72.65253657,471.59588943,430.5503888,146.35985339,127.57385332,333.71064982,34.57133217,1281.01243451,110.29728017,501.02062139,65.99650944,125.93712534,37.20828281,108.02404686,67.74235262,1082.05905527,609.22652692,565.58044738,832.91268456,1054.78025556,931.69831125,482.92568425,65.94195184,664.96620766,1167.5326277,68.21518515,663.78412634,614.68228686,886.74284933,831.74878911,69.36089474,28.00623437,40.22713664,1652.98614739,15.9490049,551.57733019,538.53806393,27.91530504,752.89487207,60.1588463,56.08521221,544.66670093,85.67361696,31.37061967,40.09983558,253.69283733,49.19276882,569.21762067,107.06019594,66.03288117,43.24599048,21.9685267,110.86104203,166.40067825,600.13359368,342.22163533,90.27464118,60.2134039,49.10183948,47.7378995,1610.43121984,287.8822663,58.21295859,36.84456548,100.05863735,141.30418251,44.73723153,92.62061796,650.14472649,592.65920256,100.02226561,337.34782311,41.90023636,60.01335937,75.725948,365.53591615,106.29638955,806.41587711,1267.51852158
