index,security_1,security_2,security_3,security_4,security_5,security_6,security_7,security_8,security_9,security_10,security_11,security_12,security_13,security_14,security_15,security_16,security_17,security_18,security_19,security_20,security_21,security_22,security_23,security_24,security_25,security_26,security_27,security_28,security_29,security_30,security_31
9217.22021955,8.89298997,21.92184154,7.27769638,24.85067058,5.85765806,10.49053308,21.12306999,10.20652542,6.83393441,1.88155077,15.97543108,26.27070889,26.98072805,16.06418348,92.30249071,3.85185394,9.21249859,48.28130283,6.78068297,15.26541193,31.4183478,26.80322326,19.52552688,21.83308915,26.83872422,67.23881439,42.60114956,45.49447763,5.14763891,23.43063226,11.44905894
9659.82841299,9.51425673,22.59635975,7.66820692,26.98072805,5.89315902,10.91654457,22.54310831,10.73903978,7.10019159,1.89930125,16.68545024,27.15823284,28.57827116,16.41919306,95.85258651,4.08261017,9.21249859,51.65389384,7.06469064,15.97543108,33.1933957,27.69074721,20.23554604,23.96314663,27.2824862,71.00191593,44.69570608,47.71328751,5.36064465,24.85067058,12.07032571
9784.75628407,9.69176152,23.28862843,7.66820692,26.80322326,6.03516285,11.20055224,22.01059394,11.00529697,6.88718585,1.93480221,17.12921222,27.15823284,29.11078553,16.77420264,98.51515836,4.17136256,9.30125099,52.00890342,7.54395357,16.41919306,33.37090049,27.69074721,20.9455652,24.31815621,27.06948045,72.36870281,45.0152147,48.8138172,5.41389609,25.73819453,11.89282092
9815.23385648,10.0467711,23.96314663,7.81021075,26.80322326,5.9996619,11.27155415,21.83308915,11.18280176,7.10019159,2.04130508,16.95170743,27.868252,29.82080469,16.41919306,99.4026823,4.02935873,9.30125099,52.18640821,7.45520117,15.7091739,33.1933957,27.15823284,20.76806041,23.78564184,27.51324242,73.04322101,44.69570608,48.8138172,5.71565423,25.56068974,11.98157331
10422.72624919,10.66803787,24.47791052,8.34272512,29.28829032,6.21266764,11.12955032,23.43063226,12.33658289,7.13569255,2.112307,18.10548856,30.17581427,31.06333822,16.68545024,106.5028739,4.11811112,9.4610053,55.9140088,7.89896315,16.77420264,34.25842444,28.22326158,23.96314663,25.56068974,29.7320523,77.83585034,46.31099967,50.65986702,5.85765806,27.33573763,13.04660205
10498.32553918,11.02304745,23.96314663,8.37822608,29.82080469,6.44342387,11.55556182,24.495661,11.98157331,7.27769638,2.21880987,18.28299335,31.24084301,30.35331906,16.59669785,106.5028739,4.17136256,9.30125099,55.02648485,8.14746985,16.77420264,36.5659867,29.6432999,21.65558436,25.02817537,29.7320523,79.20263722,46.95001691,50.65986702,5.94641046,28.04575679,13.40161163
10209.01048224,10.1355235,24.47791052,7.93446411,28.93328074,6.03516285,11.05854841,23.07562268,11.36030655,7.13569255,2.112307,17.75047898,30.35331906,29.11078553,16.50794545,106.5028739,3.90510538,8.96399189,54.1389609,7.57945453,16.59669785,34.43592923,28.22326158,22.54310831,24.495661,28.17001015,77.83585034,44.53595177,51.40538713,5.59140088,27.51324242,12.42533529
10201.57303155,10.40178068,24.65541531,7.81021075,28.40076637,6.2481686,10.77454074,23.78564184,11.36030655,7.22444495,2.20105939,17.30671701,30.35331906,29.46579511,16.50794545,108.2779218,3.90510538,8.7864871,54.1389609,7.50845261,16.59669785,35.85596755,27.69074721,22.36560352,24.495661,27.51324242,77.83585034,44.05668884,50.28710696,5.55589992,28.04575679,12.60284008
10398.49684538,10.40178068,25.47193734,7.98771554,28.93328074,6.336921,11.34255607,24.85067058,11.89282092,7.33094782,2.23656035,17.4842218,31.06333822,29.82080469,16.68545024,109.16544574,4.43761975,9.39000338,54.58272287,7.79246027,17.21796461,36.38848191,28.75577595,23.96314663,25.02817537,27.74399865,79.20263722,46.63050829,51.40538713,5.62690184,28.75577595,13.13535445
10952.20528678,10.57928547,25.27668207,8.66223374,30.88583343,6.74518201,11.55556182,26.44821368,12.60284008,7.40194974,2.28981179,18.10548856,31.95086217,32.48337654,17.92798377,113.60306549,4.91688268,9.21249859,58.57658064,8.30722416,18.99301251,38.69604418,29.82080469,25.20568016,26.44821368,30.17581427,81.2439423,50.83737181,51.40538713,5.80440663,31.06333822,13.75662121
11275.08649948,11.20055224,26.0932041,8.96399189,31.4183478,7.22444495,12.26558098,27.33573763,13.934126,7.04694016,2.4495661,17.92798377,32.48337654,34.43592923,17.75047898,115.37811339,4.97013412,10.06452158,59.90786657,8.71548518,20.05804125,39.76107292,30.88583343,26.44821368,28.04575679,30.61957625,86.01882115,53.25143695,54.7247267,5.80440663,32.48337654,14.46664037
11542.7992235,11.44905894,27.31798715,9.05274428,31.95086217,7.13569255,12.12357715,27.33573763,13.22410684,7.54395357,2.94657951,17.57297419,31.95086217,35.14594839,17.75047898,120.70325708,4.97013412,9.7982644,61.68291447,8.7864871,20.41305083,41.35861603,31.4183478,26.80322326,29.28829032,31.72010594,91.48596868,54.45846952,54.7247267,6.44342387,32.83838612,14.91040235
10952.75555162,11.02304745,26.0932041,8.25397273,28.93328074,6.9226868,11.69756565,25.56068974,12.33658289,7.27769638,2.80457568,17.12921222,29.99830948,33.1933957,17.04045982,117.15316129,4.66837597,9.4610053,55.9140088,8.14746985,18.99301251,39.22855855,29.46579511,26.0932041,28.22326158,29.28829032,90.1191818,49.61258876,52.15090725,6.47892483,31.77335738,13.934126
10807.09512109,11.02304745,25.47193734,8.46697847,28.75577595,6.56767722,11.4845599,24.14065142,12.78034487,7.04694016,2.7868252,17.12921222,30.88583343,32.83838612,16.06418348,116.26563734,4.38436831,10.06452158,55.9140088,7.63270596,18.10548856,38.87354897,28.57827116,29.11078553,29.11078553,27.51324242,88.07787671,49.22207822,52.15090725,6.07066381,30.17581427,13.04660205
11256.02248505,11.71531613,26.0932041,8.6977347,30.17581427,6.74518201,11.76856757,25.73819453,13.22410684,7.04694016,3.14183478,17.66172659,31.77335738,34.25842444,16.59669785,119.81573313,4.66837597,9.88701679,58.13281867,7.79246027,19.1705173,40.1160825,29.46579511,28.22326158,30.17581427,29.7320523,94.21954244,53.25143695,54.35196665,5.9996619,32.48337654,13.31285924
11368.18776174,11.89282092,26.0932041,8.6977347,30.53082385,6.51442579,11.76856757,25.73819453,13.13535445,7.33094782,3.2128367,17.75047898,32.66088133,33.54840528,16.77420264,122.47830498,5.00563507,9.88701679,60.35162854,7.73920884,18.46049814,40.1160825,29.82080469,28.75577595,31.06333822,29.0575341,99.4026823,52.45266539,53.25143695,6.51442579,32.66088133,13.75662121
11157.36532286,11.37805703,25.88019836,8.16522033,29.82080469,6.83393441,12.05257523,24.31815621,12.86909726,7.04694016,3.26608813,17.3954694,31.95086217,32.83838612,16.59669785,121.59078103,5.18313986,9.97576919,61.23915249,7.63270596,18.10548856,39.22855855,29.99830948,28.57827116,30.35331906,28.61377212,96.74011046,51.63614336,52.15090725,6.21266764,32.12836696,13.13535445
11887.76203205,11.89282092,27.93925392,8.73323566,31.24084301,7.0114392,12.62059056,25.91569932,13.66786882,7.10019159,3.53234532,18.10548856,34.79093881,35.32345318,16.86295503,129.57849658,5.62690184,9.97576919,65.23301026,8.30722416,19.70303167,40.64859687,31.24084301,29.99830948,33.72591007,30.17581427,103.84030205,56.89028514,53.62419701,6.39017243,33.72591007,14.46664037
11983.2418585,11.89282092,28.34751494,8.87523949,32.83838612,6.88718585,12.40758481,26.0932041,13.13535445,7.27769638,3.37259101,17.66172659,36.03347234,36.38848191,17.04045982,129.57849658,5.50264848,10.40178068,66.12053421,8.30722416,19.70303167,43.48867351,31.4183478,30.53082385,33.90341486,29.7320523,103.84030205,56.89028514,54.35196665,6.56767722,34.08091965,14.99915474
12124.48241977,12.51408768,29.37704272,9.14149668,35.32345318,6.88718585,12.40758481,25.73819453,13.84537361,7.13569255,3.5500958,18.28299335,34.61343402,36.03347234,18.81550772,126.91592473,5.59140088,11.07629889,67.89558211,8.96399189,20.9455652,46.32875015,31.4183478,30.70832864,33.37090049,31.50710019,101.1777302,58.48782825,53.99695707,6.56767722,34.61343402,15.08790714
12067.37912888,13.13535445,29.18178745,8.82198805,36.21097713,6.88718585,12.1590781,26.80322326,13.31285924,7.10019159,3.85185394,18.28299335,34.61343402,36.5659867,18.63800293,122.47830498,5.68015327,10.65028739,67.89558211,8.87523949,20.59055562,47.74878846,30.35331906,30.70832864,32.66088133,32.1816184,101.1777302,60.51138285,53.25143695,6.336921,34.43592923,14.82164995
12434.72529143,12.78034487,29.18178745,9.14149668,35.50095797,7.18894399,12.07032571,29.28829032,13.84537361,7.33094782,4.02935873,19.1705173,35.67846276,37.98602502,18.99301251,125.14087683,5.71565423,10.73903978,68.33934408,9.28350051,22.01059394,47.92629325,31.4183478,32.48337654,32.83838612,34.82643976,102.06525415,62.53493746,55.84300688,6.30142004,38.69604418,15.35416432
12727.02242884,12.60284008,29.37704272,9.14149668,36.92099628,8.1119689,12.40758481,29.11078553,14.0228784,7.81021075,3.85185394,19.88053646,36.74349149,38.51853939,19.52552688,127.80344868,5.41389609,10.73903978,70.11439198,9.35450242,23.07562268,49.16882678,33.01589091,34.61343402,32.83838612,35.50095797,100.29020625,62.92544799,56.94353658,6.39017243,39.40606334,16.06418348
13131.64459726,13.04660205,31.43609828,9.40775386,39.58356813,8.43147752,12.40758481,29.6432999,14.82164995,7.98771554,3.81635298,20.76806041,37.45351065,40.29358729,19.52552688,132.24106842,5.44939705,11.2360532,73.2207258,10.01127015,23.43063226,49.70134115,33.01589091,36.21097713,32.66088133,35.71396371,104.727826,63.74197003,58.78958639,6.39017243,41.8911304,16.50794545
12704.88758155,12.60284008,30.81483151,8.82198805,37.09850107,8.25397273,12.5850896,29.11078553,14.46664037,7.89896315,3.78085202,19.52552688,36.03347234,37.45351065,19.52552688,127.80344868,4.82813028,10.98754649,70.55815396,9.67401105,22.18809873,48.8138172,31.95086217,35.50095797,30.70832864,34.61343402,103.84030205,61.71841542,58.06181675,6.15941621,39.05105376,15.97543108
12898.81156444,13.13535445,31.22309253,8.96399189,39.05105376,7.81021075,12.40758481,29.6432999,14.37788798,7.98771554,3.72760059,19.1705173,37.09850107,38.16352981,19.1705173,129.57849658,4.97013412,11.5733123,73.66448778,10.17102446,22.54310831,49.16882678,31.95086217,37.80852023,31.06333822,35.71396371,103.84030205,63.33370901,58.43457681,6.15941621,38.16352981,16.68545024
12781.67615363,12.95784966,30.81483151,8.60898231,37.63101544,7.72145836,12.31883241,29.6432999,14.20038319,8.28947369,3.63884819,18.99301251,37.27600586,37.45351065,19.34802209,130.46602052,4.79262933,12.08807619,70.55815396,10.17102446,22.01059394,48.99132199,30.88583343,37.98602502,30.70832864,34.61343402,104.727826,62.53493746,58.06181675,6.21266764,38.3410346,16.95170743
12450.32796246,12.95784966,29.78530373,8.34272512,36.03347234,7.54395357,12.07032571,28.75577595,13.40161163,8.07646794,3.4613434,18.81550772,35.67846276,34.9684436,17.75047898,127.80344868,4.52637214,11.9105714,68.78310606,9.67401105,20.76806041,46.50625494,31.4183478,37.63101544,29.99830948,33.49515384,101.1777302,61.32790489,58.43457681,5.89315902,38.16352981,16.15293587
12812.17147652,12.95784966,30.4065705,8.28947369,38.16352981,7.49070213,12.2478305,28.75577595,13.40161163,8.34272512,3.63884819,19.34802209,36.5659867,35.67846276,17.57297419,132.24106842,4.91688268,12.85134678,73.66448778,9.92251775,21.30057478,48.8138172,31.59585259,35.32345318,30.53082385,33.93891582,103.84030205,63.74197003,59.90786657,5.89315902,39.05105376,16.86295503
