index,security_1,security_2,security_3,security_4,security_5,security_6,security_7,security_8,security_9,security_10,security_11,security_12,security_13,security_14,security_15,security_16,security_17,security_18,security_19,security_20,security_21,security_22,security_23,security_24,security_25,security_26,security_27,security_28,security_29,security_30,security_31,security_32,security_33,security_34,security_35,security_36,security_37,security_38,security_39,security_40,security_41,security_42,security_43,security_44,security_45,security_46,security_47,security_48,security_49,security_50,security_51,security_52,security_53,security_54,security_55,security_56,security_57,security_58,security_59,security_60,security_61,security_62,security_63,security_64,security_65,security_66,security_67,security_68,security_69,security_70,security_71,security_72,security_73,security_74,security_75,security_76,security_77,security_78,security_79,security_80,security_81,security_82,security_83,security_84,security_85,security_86,security_87,security_88,security_89
4346.6755194,377.14670005,350.03678927,575.68692905,656.53825122,406.64866179,1076.56645133,529.44061065,665.89914394,677.74776965,701.87559025,396.09174359,138.42001507,373.95729879,566.07088422,999.43078164,443.32677639,551.75047252,1239.08239299,363.59174466,474.58290882,813.29732358,467.85327214,346.05003768,698.4788779,251.96270025,243.98919708,707.85571763,310.96662372,198.54022899,998.28259718,401.06720957,562.13197365,494.35719669,344.56696609,758.58314482,1004.75708176,284.2553881,134.75220361,315.75072563,409.83806306,515.08830494,472.82873812,392.88639532,133.15750298,677.93913373,861.13834262,760.87951373,466.44993559,410.09321516,292.42025534,255.15210152,728.77818996,1156.15796,1028.58190924,432.48281207,755.88810074,1062.07062256,1100.69427193,413.02746433,571.42907835,760.67220265,596.4180373,779.80861026,454.48968083,272.72570251,628.31204998,563.72667429,489.57309479,196.14817804,442.97594225,706.45238107,43.63100936,514.29095462,1007.85080099,545.83413317,582.06573159,643.46170601,419.9963061,709.64178234,534.22471255,696.88417727,859.30443689,649.04315823,196.14817804,347.82015539,697.37853446,491.96514574,1505.39739895,257.06574228
4277.94392205,370.76789752,342.86063641,581.26838127,622.92196184,405.05396116,1041.88171253,523.06180811,665.89914394,685.72127283,683.04217576,392.96613035,137.14425457,373.15994847,577.0743186,982.46316689,467.2472859,594.80738965,1173.69966698,357.21294212,477.13442984,786.1874128,459.30567674,354.02354085,674.55836838,250.36799961,228.04219073,694.22102721,307.77722245,200.53360479,1047.71831685,399.47250894,556.55052143,497.54659796,330.85254064,758.58314482,1028.37459816,275.94699779,131.56280234,318.9401269,389.10695481,511.89890367,449.70557892,395.96416754,129.17075139,705.86234184,837.2178331,751.7578261,452.89498019,415.19625719,298.44822374,268.97815602,704.33142923,1141.80565429,988.71439338,434.01372468,755.88810074,1028.58190924,1065.38759988,401.86455989,578.35007911,727.18348932,605.9862411,779.80861026,454.48968083,257.17737132,626.71734935,559.7399227,500.73599923,197.21662747,445.84640339,693.694776,48.94136247,501.53334954,964.79388386,545.21219992,559.7399227,622.73059776,399.93497212,692.10007536,534.22471255,739.9410944,856.21071766,649.04315823,184.9852736,338.42736865,668.03604279,475.61946423,1486.26099133,261.53090405
4329.61222261,362.79439434,371.56524783,551.76641953,645.32750575,454.48968083,1007.21292074,550.1717189,683.01028175,699.00512911,698.73403,396.8731469,135.54955393,359.60499308,583.3574391,996.35300942,425.78506941,593.21268902,1210.37778157,385.91755354,488.6162744,803.72911978,470.69183927,354.02354085,672.96366775,247.17859834,237.61039454,692.70606161,314.15602499,200.93227994,1025.39250797,417.81156623,550.1717189,495.95189732,303.40774272,738.34639376,1057.90845391,277.60548645,143.5230571,325.31892943,387.51225418,508.7095024,455.28703114,385.96539456,129.96810171,698.11209676,873.89594769,773.06302658,457.6790821,414.55837694,324.05911593,269.50440723,705.86234184,1109.9116416,1025.39250797,479.86136792,746.31989694,1028.58190924,1061.46463632,419.40626687,592.70238482,768.64570582,625.12264872,794.16091597,451.30027956,261.06844087,628.31204998,584.45778254,491.16779542,206.78483127,448.50955345,709.64178234,53.11947813,517.48035589,940.87337434,531.00341727,575.68692905,638.67760411,407.65332319,717.61528552,526.25120938,731.96759123,891.88417085,636.28555316,189.7693755,348.20288354,678.84811309,478.41019034,1467.12458372,260.8930238
4317.81143792,358.01029244,376.34934974,566.11872524,653.33290294,433.75857258,1008.79167437,543.79291636,669.00881018,711.23648298,690.88810288,396.09174359,141.92835647,348.44208863,574.71416166,970.13613099,440.13737512,562.91337696,1239.08239299,390.70165545,478.41019034,814.89202422,459.30567674,351.6314899,706.45238107,231.231592,226.4474901,703.31082082,315.75072563,197.34420352,1009.44550163,436.15062353,546.18496731,534.22471255,314.07628996,724.32897519,1050.42930793,287.0301672,146.71245837,325.31892943,381.13345164,483.19429225,453.69233051,385.96539456,126.77870044,662.42269656,819.67612612,747.19698229,458.47643241,417.10989795,321.04513173,273.76225792,713.50095788,1089.18053335,1006.25610036,446.24507855,752.69869947,985.52499211,1055.97886614,397.08045799,604.91779168,768.64570582,598.01273793,749.50929821,438.54267448,256.41191502,609.17564237,573.2948781,477.61284003,204.12168121,448.50955345,712.83118361,50.08954693,516.68300557,955.22568005,515.56671513,561.33462334,647.4484576,376.7639719,704.85768044,502.33069986,755.88810074,867.07062898,625.12264872,188.17467487,357.97839843,668.03604279,474.0247636,1449.58287674,253.23846076
4255.45864311,354.02354085,390.70165545,566.91607556,654.94355058,414.62216496,1032.42513777,521.46710747,650.33486575,716.54683609,668.91312814,397.65455021,139.53630552,329.30568102,564.49213059,893.0164083,436.94797385,548.56107125,1180.07846951,405.05396116,475.85866933,775.02450836,443.16730632,350.83413959,685.72127283,237.61039454,218.47398692,718.47642386,322.12952816,189.7693755,1034.96071178,439.3400248,575.68692905,537.41411382,301.87683011,730.54830766,1023.65428428,287.0301672,147.50980869,310.96662372,368.37584656,500.73599923,452.89498019,377.5134812,126.77870044,650.01592562,782.99801153,750.22691349,440.93472543,417.10989795,310.50416054,275.88320976,696.69281319,1089.18053335,964.79388386,430.96784647,741.53579503,998.28259718,1041.06841521,384.32285291,613.95974427,731.96759123,586.84983349,763.86160392,446.51617765,255.63051171,596.4180373,580.47103095,464.05788463,197.21662747,448.50955345,708.84443203,47.80912502,530.23796096,936.08927244,525.45385906,574.09222841,622.73059776,381.13345164,652.2325595,476.81548971,746.31989694,814.333879,607.58094174,183.39057297,348.20288354,653.34884995,461.66583368,1479.8821888,246.22177796
4152.12204199,355.61824149,381.13345164,561.33462334,618.10596592,400.26985925,1008.79167437,519.87240684,608.33045103,712.3049324,646.14080308,393.74753366,130.76545203,321.33217785,553.48869622,852.90968735,440.93472543,481.58364461,1156.15796,395.48575735,453.53286045,762.26690328,445.06500008,350.03678927,657.01666141,243.98919708,199.33757931,701.79585522,309.37192309,182.59322265,1009.44550163,416.2168656,562.92932397,489.57309479,295.78507368,750.80100572,1036.25241929,279.82212033,143.5230571,302.99312055,340.46858546,491.16779542,448.90822861,371.35793675,113.22374505,656.21931109,733.56229186,747.19698229,425.78506941,418.38565846,321.04513173,271.09910786,664.60743643,1097.15403652,934.49457181,417.20557999,741.53579503,975.9567883,1008.1219001,398.67515862,611.29659422,716.02058488,545.38761699,733.56229186,425.78506941,254.8491084,580.47103095,558.94257239,451.30027956,187.10622544,448.50955345,695.28947663,50.83905623,558.94257239,928.11576927,523.60400633,524.65650874,620.33854681,346.05003768,644.25905633,476.81548971,730.37289059,808.13049353,602.79683983,186.57997423,343.51446367,648.72421811,446.1175025,1483.07159007,243.03237669
4121.9822,363.59174466,382.72815228,570.90282714,608.5058681,405.05396116,1010.35448099,535.81941319,613.00292389,700.59982975,642.21783952,392.18472704,130.76545203,316.54807594,557.41165978,862.15895103,449.70557892,425.7691224,1133.83215111,398.67515862,429.2934108,757.48280138,448.3979244,335.68448356,660.20606267,240.79979581,200.93227994,697.25095841,299.80371928,172.22766852,985.52499211,400.26985925,574.09222841,495.95189732,295.01961738,736.78358714,1022.07553065,275.94699779,153.88861123,302.99312055,346.05003768,503.9254005,448.90822861,371.35793675,113.22374505,651.56278524,751.10399884,760.87951373,441.73207575,399.8871311,322.56009734,267.90970659,653.92294217,1074.82822764,977.55148894,406.50513874,692.10007536,972.76738703,954.77916388,387.51225418,598.01273793,722.39938742,550.1717189,781.40331089,426.58241972,247.08291631,556.55052143,548.57701826,428.97447067,181.79587233,448.50955345,668.17956585,50.83905623,539.00881445,924.926368,512.4889429,526.25120938,613.16239396,344.45533705,645.85375696,459.27378273,746.31989694,822.08412408,561.33462334,191.36407614,339.20877196,657.98942879,442.13075091,1499.01859641,244.3081372
4041.13087783,363.59174466,384.32285291,551.76641953,643.73280512,392.29635608,975.68568919,531.03531128,574.10817542,697.95262669,667.33437451,390.62192042,132.36015266,299.00636896,560.55322003,837.48893221,440.13737512,417.79561923,1105.12753969,400.26985925,425.46612928,728.77818996,446.02182046,330.10303134,637.88025379,239.20509517,197.74287868,689.6761304,301.39841992,176.21442011,975.9567883,333.29243261,566.11872524,518.27770621,269.87118837,730.54830766,995.316454,270.41338659,149.10450932,301.39841992,344.45533705,489.57309479,421.0009675,365.21833931,106.84494251,657.7661707,711.23648298,747.19698229,436.15062353,390.95680755,307.49017634,267.90970659,635.58388488,1031.77131051,952.03627878,418.7364926,693.694776,967.98328513,959.48353075,396.28310767,592.70238482,717.61528552,540.60351509,782.99801153,408.24336243,237.75391759,543.79291636,535.81941319,448.11087829,179.13272227,431.89277284,685.72127283,47.05961572,539.00881445,869.11184579,512.4889429,521.46710747,604.39154047,354.02354085,642.6643557,454.48968083,741.53579503,777.09761918,569.30812651,184.9852736,341.55298189,576.13344522,452.89498019,1508.58680022,251.96270025
3982.12695436,377.94405037,393.89105672,566.11872524,653.33290294,354.02354085,941.00095039,515.08830494,566.32603632,695.28947663,679.90061551,395.31034028,130.76545203,277.4779104,544.82947177,831.31744075,417.81156623,387.49630717,1054.09711939,409.83806306,410.15700319,725.58878869,436.53335168,341.26593578,629.90675062,228.04219073,184.9852736,697.25095841,293.42491674,169.43694241,929.7104699,333.29243261,535.81941319,534.22471255,263.76348494,714.96808246,992.15894675,279.27992212,149.10450932,304.58782119,322.12952816,436.94797385,417.01421592,354.45411003,102.06084061,632.95262883,666.58486521,724.3608692,416.2168656,382.66436425,280.34837154,263.12560469,638.6457101,1004.66139972,865.12509421,404.97422613,703.26297981,963.19918323,921.03529845,385.91755354,588.97078533,704.85768044,540.60351509,717.61528552,414.62216496,229.9877255,508.7095024,547.77966794,452.89498019,176.48551922,429.24556978,695.28947663,45.52870311,534.22471255,851.57013881,487.78703007,521.46710747,588.44453412,333.29243261,637.88025379,476.81548971,731.96759123,733.6739209,577.28162968,178.60647106,346.64007692,579.21121745,454.48968083,1486.26099133,239.20509517
3972.08034036,373.15994847,390.70165545,564.52402461,651.73820231,334.88713324,955.19378604,491.16779542,598.98550532,672.43741654,676.75905526,393.74753366,128.37340108,289.43816516,521.24384939,843.66042367,406.64866179,392.28040908,1132.23745048,409.83806306,394.8478771,741.53579503,422.29267502,344.45533705,602.79683983,216.87928629,191.36407614,680.57038978,299.80371928,166.6462163,908.97936165,324.52157912,519.87240684,559.7399227,248.51814688,730.54830766,993.73770038,279.27992212,141.92835647,302.99312055,318.9401269,424.19036877,416.2168656,352.90725041,98.87143934,643.81254015,634.69085252,698.49482491,424.19036877,391.5946878,269.80740035,256.47570304,626.41435623,1022.2031067,881.86945087,426.37510864,708.04708171,897.81645721,912.40796802,393.89105672,568.7818753,671.36896712,510.30420303,680.93717092,403.45926052,226.87805927,515.08830494,569.30812651,443.32677639,160.53851287,429.24556978,695.28947663,39.08611255,527.0485597,894.62705594,490.25881606,534.22471255,617.14914554,333.29243261,629.90675062,454.48968083,712.83118361,721.26714997,586.84983349,180.2011717,353.68865372,560.68079608,454.48968083,1500.61329705,227.7232506
3878.15247299,338.07653451,400.26985925,562.92932397,645.32750575,304.58782119,959.93004692,487.97839415,577.21784166,667.11111642,664.19281426,402.34297008,118.80519727,268.70705691,529.10572351,768.0875606,393.89105672,385.90160654,1081.20703018,414.62216496,377.62511024,706.45238107,421.35180164,330.10303134,543.79291636,218.47398692,183.39057297,666.93569935,282.2620123,174.61971948,883.4641515,318.14277658,505.52010113,566.11872524,190.58267283,761.70875806,971.6829906,269.29709614,141.13100615,307.77722245,291.83021611,400.26985925,407.44601211,350.59493449,91.69528648,618.98305127,602.79683983,674.14374622,424.98771909,378.19920247,277.33438734,250.09690051,611.13712415,1031.77131051,885.05885214,403.45926052,657.01666141,864.32774389,909.26640777,381.13345164,560.80837213,682.53187156,502.33069986,644.25905633,398.67515862,231.55053213,518.27770621,556.55052143,440.13737512,163.72791414,434.77918098,692.10007536,42.49877191,524.65650874,885.05885214,474.82211392,505.52010113,598.01273793,301.39841992,615.55444491,435.35327321,716.02058488,694.89080147,540.60351509,169.03826725,345.85867361,532.88516402,464.05788463,1518.15500402,220.70656781
3790.92234828,358.80764276,387.51225418,543.79291636,614.90061765,317.34542626,929.98156901,486.38369352,552.32456475,653.82726014,656.34688714,396.8731469,116.41314632,249.5706493,495.31401707,754.19771807,398.67515862,306.18252182,1124.26394731,405.05396116,351.47201984,680.93717092,401.41804371,320.53482753,521.46710747,181.79587233,157.87536281,654.80002752,280.66731167,176.21442011,862.73304325,330.10303134,487.97839415,562.92932397,178.38321297,725.8758348,966.96267672,267.08046226,138.7389552,275.88320976,274.28850913,379.53875101,396.28310767,352.90725041,84.51913363,592.62264979,545.38761699,646.74678932,420.20361719,369.26887892,268.29243474,243.46294587,603.49850811,1017.4190048,832.4337312,378.99655279,645.85375696,870.70654643,861.40944173,366.78114593,547.50856884,695.28947663,489.57309479,578.87633032,379.53875101,222.22153341,499.14129859,542.19821572,422.59566814,166.91731541,434.77918098,671.36896712,40.21835,502.33069986,824.46022803,463.08511725,500.73599923,583.66043222,295.01961738,612.36504364,432.16387194,708.04708171,687.14055639,513.4936043,172.22766852,351.32849678,537.50979586,403.06058536,1484.6662907,214.32776527
3826.6436425,352.42884022,379.53875101,546.98231763,605.30051983,331.69773197,926.82406175,491.96514574,605.2207848,652.75881071,631.21440514,395.31034028,125.98135012,256.74680215,500.01838394,760.36920953,390.70165545,333.29243261,1149.77915746,400.26985925,366.78114593,653.82726014,393.82726869,316.54807594,513.4936043,192.95877677,167.44356662,657.84590574,279.07261103,176.61309527,854.75954008,338.87388483,491.16779542,567.71342587,202.78213268,739.89325338,968.54143035,265.98011882,143.5230571,283.85671294,282.2620123,400.26985925,383.52550259,345.98624966,90.89793617,598.82603525,539.00881445,652.83854574,431.36652163,359.70067511,257.75146355,250.36799961,623.36847802,952.03627878,849.97543818,388.16608144,671.36896712,910.57406229,912.40796802,381.13345164,546.45606642,687.31597346,500.73599923,591.63393539,393.89105672,203.579483,500.73599923,540.60351509,412.23011401,165.32261478,436.3260406,641.06965506,39.4688407,492.76249605,853.16483945,464.95091699,507.11480176,592.43128571,298.20901865,599.60743856,422.59566814,727.18348932,687.14055639,470.43668717,167.44356662,367.76986032,503.52672534,412.62878917,1502.20799768,215.60352578
3747.70596109,351.6314899,369.9705472,539.00881445,611.71121638,306.18252182,884.26150182,483.19429225,580.32750789,651.16411008,642.21783952,392.18472704,114.81844568,253.55740088,470.14964106,700.21710159,382.72815228,338.07653451,1135.42685175,389.10695481,366.78114593,664.99016458,393.82726869,320.93350269,537.41411382,184.9852736,169.03826725,662.39080254,242.39449644,162.26078956,834.02843183,295.8169677,427.37977004,569.30812651,201.25122007,722.76616857,955.94329534,251.02182687,128.37340108,282.2620123,255.15210152,400.26985925,393.0937064,326.00465071,89.30323553,594.1695094,542.19821572,654.36945835,413.02746433,353.95975283,236.63762715,241.32604702,606.56033333,950.44157815,824.46022803,388.16608144,644.25905633,885.05885214,898.2948674,363.59174466,546.45606642,676.15306902,516.68300557,605.9862411,384.32285291,220.65872679,483.19429225,532.63001192,422.59566814,173.82236916,440.31279219,644.25905633,37.93792809,492.76249605,845.19133627,439.62707091,507.11480176,587.64718381,280.66731167,566.11872524,411.4327637,709.64178234,662.32701452,470.43668717,165.84886599,363.84689676,505.07358495,408.24336243,1519.74970466,199.01863918
