index,security_1,security_2,security_3,security_4,security_5,security_6,security_7,security_8,security_9,security_10,security_11,security_12,security_13,security_14,security_15,security_16,security_17,security_18,security_19,security_20,security_21,security_22,security_23,security_24,security_25,security_26,security_27,security_28,security_29,security_30,security_31,security_32,security_33,security_34,security_35,security_36,security_37,security_38,security_39,security_40,security_41,security_42,security_43,security_44,security_45,security_46,security_47,security_48,security_49,security_50,security_51,security_52,security_53,security_54,security_55,security_56,security_57,security_58,security_59,security_60,security_61,security_62,security_63,security_64,security_65,security_66,security_67,security_68,security_69,security_70,security_71,security_72,security_73,security_74,security_75,security_76,security_77,security_78,security_79,security_80,security_81,security_82,security_83,security_84,security_85,security_86,security_87,security_88,security_89,security_90,security_91,security_92,security_93,security_94,security_95,security_96,security_97,security_98
245.91465309,57.79706103,42.07545419,22.82656377,34.17685845,24.40124394,58.89303843,39.44258895,57.00342222,32.12347551,20.47084223,46.53494844,31.70775994,15.28069639,27.56320173,34.32802775,39.215835,47.70651049,26.61839363,69.21034292,15.11692965,44.67052712,12.76120811,25.2704674,15.53264522,55.74367809,20.94954501,47.31598981,17.95135396,23.62020258,75.43347896,11.81640001,42.83130068,30.33463883,38.90089897,50.2385962,25.97592412,43.93987552,39.29141965,27.08449896,45.91767381,29.80554629,47.87027723,33.307635,54.79886998,21.41565034,58.74186913,36.69634673,12.49666184,32.75334758,42.68013138,6.09716163,28.18047636,8.4024934,45.35078895,20.05512667,28.02930706,33.53438894,35.43660259,38.15764993,24.03591814,32.28724224,29.22606399,27.78995567,12.91237741,39.68194033,47.31598981,29.21346655,31.01490067,22.75097912,32.12347551,30.08269,28.34424309,16.56563541,62.24395784,13.01315694,41.49597189,81.88336894,25.82475482,30.03230024,35.58777189,30.54879533,36.69634673,41.64714119,2.89741152,29.84333862,28.02930706,31.31723926,77.78920049,24.09890535,60.94642137,66.45150325,30.54879533,20.54642688,18.89616206,37.08686741,58.65368704,15.50745033,16.64122006
243.39516481,54.16899791,41.94947978,22.75097912,32.43841154,24.3256593,59.68667724,39.99687637,55.59250879,32.43841154,21.17629895,45.2752043,30.69996463,16.37667379,28.02930706,33.69815568,38.81271688,47.63092584,27.32385034,68.73164014,14.80199362,43.48636763,11.65263327,24.36345162,15.11692965,54.79886998,21.17629895,48.14742094,19.4252546,24.09890535,75.74841499,11.41328189,39.53077104,29.654377,37.16245206,49.4449574,26.69397827,42.20142861,38.97648362,26.93332966,44.55715014,30.33463883,49.2937881,33.62257103,54.79886998,21.1007143,58.89303843,34.80673052,12.33289511,32.58958084,41.73532328,6.43729254,28.26865845,7.59625715,45.50195825,20.521232,27.16008361,33.21945291,36.06647466,37.1750495,23.09111004,32.04789086,28.33164565,27.47501964,12.28250534,39.68194033,45.98066102,29.44022049,29.52840258,22.91474586,32.12347551,25.98852156,26.92073222,15.59563242,60.8330444,12.28250534,39.29141965,81.41726361,26.93332966,29.32684352,34.64296378,30.0197028,36.38141069,40.79051517,2.87221663,31.01490067,26.93332966,31.49360344,77.47426446,24.72877742,59.5229105,66.13656722,31.49360344,19.67720343,18.26628999,37.31362135,57.70887894,14.60043455,16.12472496
245.78867867,54.79886998,41.68493351,22.99033051,34.01309171,24.13669767,59.3717412,39.68194033,52.44314845,31.65737018,20.23149085,44.72091688,31.35503158,16.54044053,28.82294587,34.64296378,38.58596293,48.42456465,27.86554032,70.30632032,14.96576035,44.96026827,11.50146398,24.48942603,14.90277315,53.85406188,21.26448104,47.71910793,20.1559062,24.56501068,77.6380312,11.26211259,41.57155654,30.91412113,39.99687637,49.2937881,26.84514757,42.51636464,39.92129172,25.19488275,44.40598085,31.909319,51.01963757,33.06828361,54.79886998,19.37486484,58.89303843,36.38141069,12.06834884,32.99269896,41.2566205,6.50027975,27.95372241,7.63404947,44.55715014,20.81097315,28.89853051,33.14386826,35.12166655,37.389206,24.30046441,32.60217828,28.33164565,27.55060429,12.13133604,39.53077104,45.4263736,29.60398723,29.52840258,22.67539448,32.36282689,25.19488275,27.78995567,15.87277613,64.08318428,12.54705161,40.86609982,81.25349687,27.56320173,29.88113094,34.49179449,31.49360344,35.90270792,39.75752498,2.75883966,29.67957188,28.50800983,32.33763201,74.80360689,23.93513861,62.35733481,63.30214291,32.75334758,20.08032155,17.95135396,38.10726016,57.79706103,14.96576035,17.54823584
246.17919936,56.85225293,41.16843841,23.69578723,33.86192242,24.04851559,60.22836722,39.12765291,52.90925378,31.1786674,20.71019362,45.98066102,31.41801879,15.91056846,28.65917913,34.49179449,39.12765291,48.89066998,27.71437103,72.04476723,17.00654586,45.70351731,11.65263327,23.93513861,14.90277315,54.96263672,21.26448104,47.87027723,20.25668573,24.09890535,76.84439239,11.41328189,40.3118124,31.49360344,42.36519534,50.2385962,25.66098808,42.83130068,40.94168447,25.50981878,45.13663245,31.95970877,49.13002136,33.23205035,54.33276465,20.1559062,58.4269331,36.84751602,11.96756931,33.38321964,41.88649257,7.20573647,28.02930706,7.87340086,44.40598085,20.521232,29.52840258,33.06828361,34.49179449,37.06167253,25.40903925,32.82893222,27.8907352,27.63878638,13.22731344,39.84570707,45.59014034,29.60398723,30.2338593,22.99033051,33.38321964,26.45462689,27.95372241,16.56563541,63.46590965,12.59744138,41.4077898,81.25349687,27.71437103,30.51100301,34.64296378,31.70775994,36.06647466,40.70233308,2.7714371,28.81034843,29.76775397,31.5439932,71.80541584,23.46903328,61.89122948,64.87682308,32.75334758,20.23149085,17.80018466,38.18284481,57.16718896,15.28069639,17.39706654
245.63750938,56.22238086,41.5589591,24.25007465,35.90270792,24.40124394,60.22836722,38.97648362,51.01963757,27.56320173,22.36045844,46.13183032,31.06529043,16.22550449,29.76775397,34.17685845,37.95609086,49.75989343,27.63878638,72.67463929,17.63641793,43.62493948,12.44627208,22.78877145,15.43186568,54.33276465,21.17629895,45.98066102,20.57162177,24.56501068,78.5828393,12.59744138,40.62674844,31.06529043,42.99506741,55.42874205,25.97592412,43.14623671,41.64714119,25.19488275,42.83130068,28.97411516,49.75989343,32.36282689,54.48393395,19.68980087,57.00342222,36.06647466,11.96756931,34.16426101,39.05206826,7.28132111,27.08449896,7.87340086,42.75571603,19.99213946,29.2890512,32.90451687,35.27283585,36.73413905,25.40903925,31.65737018,26.85774501,28.26865845,14.02095225,40.3118124,41.4077898,30.15827465,28.97411516,22.43604309,32.99269896,25.98852156,30.2338593,15.15472197,62.20616551,12.59744138,42.59194929,81.25349687,27.56320173,28.38203542,35.43660259,30.64957487,34.95789982,41.18103586,2.89741152,28.49541239,28.82294587,32.24944992,74.80360689,24.41384139,62.35733481,67.39631136,32.60217828,20.3070755,19.68980087,39.51817359,56.92783757,15.041345,17.24589724
243.97464711,48.03404396,41.16843841,23.30526654,34.49179449,24.01072326,60.78265464,39.51817359,49.60872414,26.45462689,22.82656377,45.90507637,30.98970578,17.32148189,29.76775397,35.58777189,36.84751602,48.18521326,26.60579618,72.35970326,17.32148189,41.86129769,10.87159191,22.59980983,14.90277315,53.22418981,21.89435311,46.14442776,20.57162177,24.25007465,77.47426446,12.83679276,42.83130068,29.8685335,39.84570707,54.33276465,26.06410621,41.10545121,41.57155654,23.62020258,42.20142861,27.81515056,47.08923586,32.58958084,55.59250879,17.80018466,56.37355015,37.01128276,11.7534128,34.08867636,39.53077104,7.40729553,26.60579618,7.79781621,42.66753394,19.04733136,28.18047636,32.12347551,36.69634673,37.83011645,23.62020258,30.62437998,27.00891431,27.63878638,13.39108018,40.3118124,40.14804566,29.36463585,28.1930738,22.67539448,31.64477273,27.39943499,29.60398723,14.86498082,62.04239877,12.01795907,41.88649257,79.6788167,27.24826569,28.34424309,34.32802775,30.13307977,35.12166655,44.56974759,2.9226064,27.78995567,28.02930706,32.90451687,74.00996808,25.67358552,61.57629344,68.34111946,33.86192242,21.1007143,20.1559062,38.97648362,58.57810239,14.80199362,17.47265119
241.19061257,45.51455569,40.5259689,21.65500172,33.23205035,23.93513861,60.4677186,40.4629817,45.51455569,27.39943499,21.56681963,43.07065206,30.13307977,16.54044053,29.2890512,35.27283585,36.60816464,46.29559705,25.43423414,72.27152117,17.00654586,42.15103884,11.0227612,21.06292198,14.38627805,50.2385962,22.04552241,45.98066102,19.9417497,24.09890535,72.12035187,13.46666483,42.83130068,28.49541239,38.90089897,55.27757275,25.19488275,41.2566205,40.62674844,23.30526654,40.94168447,26.65618595,43.46117274,31.97230621,56.37355015,17.80018466,56.37355015,36.21764395,11.50146398,34.32802775,39.68194033,6.92859276,26.84514757,8.30171387,42.51636464,17.93875652,28.65917913,31.80853947,35.27283585,36.84751602,23.14149981,30.62437998,26.85774501,26.53021154,12.59744138,40.47557914,41.57155654,29.36463585,27.39943499,22.12110705,31.02749811,27.71437103,28.97411516,13.79419831,60.78265464,12.18172581,41.57155654,78.41907256,25.82475482,27.95372241,31.80853947,30.0197028,34.32802775,44.3303962,3.01078849,27.63878638,27.39943499,31.63217529,71.02437447,25.98852156,61.57629344,70.5456717,36.21764395,20.78577827,18.89616206,39.29141965,59.83784653,14.83978594,16.56563541
239.59073752,47.4041719,41.16843841,21.73058637,31.49360344,24.56501068,60.22836722,39.60635568,43.46117274,28.02930706,22.36045844,43.14623671,30.77554928,16.69160982,28.97411516,34.95789982,34.01309171,46.44676635,25.03111601,67.78683204,17.00654586,43.03285974,11.0227612,21.52902731,13.85718551,50.07482947,21.89435311,44.72091688,19.74019064,21.57941708,71.65424654,12.52185673,42.05025931,28.49541239,37.79232413,53.70289258,25.34605205,42.20142861,38.88830153,22.67539448,40.04726613,25.77436505,44.72091688,32.04789086,56.05861412,18.1151207,58.57810239,36.06647466,11.7534128,33.69815568,34.17685845,7.06716461,28.02930706,8.70483199,43.14623671,18.694603,29.04969981,32.12347551,34.17685845,36.51998255,21.02512966,31.80853947,26.56800386,25.19488275,11.0227612,39.99687637,41.01726912,30.3850286,28.65917913,21.88175567,32.36282689,27.71437103,28.18047636,13.89497784,59.83784653,12.18172581,39.44258895,78.41907256,24.87994672,28.18047636,30.54879533,31.49360344,34.64296378,45.19961965,2.65806013,28.34424309,25.04371345,32.80373734,66.13656722,26.76956292,59.5229105,69.6008636,33.69815568,20.23149085,18.89616206,38.73713223,61.26135741,15.50745033,15.67121707
242.70230554,47.87027723,41.16843841,22.67539448,30.71256207,24.3256593,60.4677186,40.3118124,42.51636464,28.65917913,22.28487379,42.90688532,31.06529043,17.48524863,29.60398723,36.84751602,34.71854843,47.31598981,26.37904224,68.17735272,17.48524863,44.21701923,11.0227612,21.06292198,14.07134202,49.13002136,22.20928914,45.51455569,22.14630194,22.36045844,70.86060774,12.44627208,43.93987552,29.2890512,41.88649257,51.81327638,29.04969981,42.99506741,38.73713223,23.30526654,41.30701027,26.19008062,46.61053309,31.65737018,56.37355015,18.26628999,58.74186913,36.06647466,12.01795907,34.08867636,31.49360344,7.5206725,27.55060429,8.79301408,43.07065206,18.58122603,29.2890512,32.67776293,34.95789982,38.2710269,22.00773008,33.54698638,27.16008361,25.90033947,11.96756931,40.79051517,41.57155654,30.30944395,28.50800983,22.67539448,33.307635,27.56320173,27.16008361,13.98315993,62.35733481,11.96756931,40.3118124,80.47245551,25.04371345,28.73476378,29.2890512,32.33763201,34.64296378,44.96026827,3.14936034,29.12528446,26.61839363,32.99269896,68.6560555,26.93332966,59.3717412,70.23073567,34.64296378,20.3070755,18.89616206,38.97648362,61.02200602,16.33888146,16.56563541
243.62191876,45.51455569,42.85649556,23.77137188,33.06828361,24.04851559,61.02200602,41.88649257,47.24040516,27.56320173,21.34006569,41.42038724,31.41801879,17.00654586,30.2338593,37.64115483,34.49179449,45.98066102,26.84514757,68.58047085,17.63641793,44.36818852,11.18652794,21.17629895,14.07134202,48.18521326,22.52422518,43.46117274,21.73058637,22.83916121,68.18995016,12.59744138,45.03585292,29.91892327,43.31000345,51.64950964,29.12528446,40.79051517,39.3670043,22.67539448,42.45337743,26.24047038,48.03404396,30.71256207,58.74186913,17.95135396,60.4677186,36.69634673,11.81640001,34.56737913,33.86192242,7.35690576,28.10489171,8.89379361,41.64714119,18.46784906,29.60398723,32.2746448,34.32802775,38.04427295,21.88175567,33.38321964,27.16008361,24.56501068,11.50146398,42.51636464,41.81090792,31.10308276,29.2890512,23.14149981,33.14386826,25.19488275,28.26865845,13.92017272,63.46590965,12.06834884,39.05206826,80.6236248,24.56501068,29.52840258,29.76775397,32.96750408,32.75334758,46.13183032,3.33832196,27.23566825,25.19488275,33.68555824,69.13475827,26.61839363,60.94642137,71.65424654,35.75153862,19.60161878,18.43005673,38.73713223,61.48811135,15.98615311,15.82238637
244.22659594,47.87027723,43.49896507,24.95553136,35.58777189,24.40124394,62.28175016,42.44077999,54.48393395,25.82475482,21.02512966,41.49597189,31.8463318,18.26628999,30.54879533,37.79232413,33.86192242,45.81689428,25.74917017,69.28592756,18.26628999,45.40117872,12.13133604,21.73058637,14.27290108,48.34898,22.91474586,45.19961965,21.1007143,22.83916121,67.08137532,11.96756931,45.19961965,29.96931303,44.09104481,51.3345736,27.00891431,41.73532328,40.23622775,21.89435311,42.25181837,25.14449299,48.97885207,31.25425205,59.68667724,18.43005673,61.4125267,36.38141069,11.7534128,34.64296378,33.54698638,7.76002389,28.26865845,8.81820896,40.3118124,18.46784906,29.04969981,32.12347551,35.12166655,38.81271688,22.12110705,32.91711431,27.60099405,25.34605205,11.65263327,42.36519534,42.20142861,30.86373137,28.65917913,22.67539448,33.45880429,25.50981878,28.10489171,14.48705758,62.98720688,12.76120811,39.44258895,77.32309516,24.25007465,29.21346655,28.97411516,32.96750408,32.60217828,47.00105377,3.5020887,26.13969085,25.98852156,34.63036634,70.5456717,25.04371345,61.4125267,67.08137532,37.16245206,20.78577827,18.89616206,39.12765291,59.83784653,15.74680172,16.867974
242.04723858,46.77429983,42.85649556,25.50981878,35.43660259,23.54461793,61.96681412,42.66753394,50.86846827,27.08449896,19.91655481,39.99687637,32.70295781,18.26628999,29.1378819,38.10726016,33.62257103,45.50195825,25.50981878,69.84021498,19.52603413,44.96026827,12.44627208,22.51162774,13.95796504,49.75989343,22.99033051,44.88468362,20.8865578,22.99033051,69.4496943,12.13133604,44.72091688,30.43541836,43.77610878,49.4449574,26.76956292,40.79051517,40.3118124,21.1007143,43.46117274,24.87994672,44.40598085,30.86373137,58.89303843,16.54044053,60.00161327,36.38141069,11.50146398,34.56737913,34.32802775,8.15054457,27.78995567,9.17093732,39.75752498,17.87576931,27.55060429,33.93750706,34.49179449,37.50258297,22.91474586,32.43841154,28.33164565,25.03111601,12.28250534,42.05025931,41.49597189,30.62437998,28.97411516,23.14149981,32.04789086,25.35864949,27.71437103,13.64302901,62.04239877,13.01315694,40.23622775,73.85879878,24.56501068,28.97411516,30.54879533,32.65256804,31.65737018,49.99924482,3.52728359,27.63878638,28.65917913,34.63036634,67.5600781,24.87994672,61.89122948,68.02618343,37.16245206,20.39525759,16.69160982,39.29141965,58.4269331,15.91056846,18.21590023
